# Training started at 20251028_045433
# Target episodes: 100000
# Device: cuda
# Format: episode, avg_score, max_score, epsilon, memory_size, time_last_100, time_total, time_remaining
# episode,avg_score,max_score,epsilon,memory_size,time_last_100,time_total,time_remaining
44200,4.59,20,0.0500,100000,4.25,2429.96,3067.56
44300,4.27,13,0.0500,100000,4.57,2434.53,3060.90
44400,4.52,16,0.0500,100000,4.61,2439.15,3054.30
44500,4.84,16,0.0500,100000,4.98,2444.13,3048.17
44600,5.16,20,0.0500,100000,5.23,2449.36,3042.36
44700,4.76,21,0.0500,100000,5.34,2454.70,3036.67
44800,4.63,14,0.0500,100000,4.38,2459.08,3029.81
44900,4.50,16,0.0500,100000,4.34,2463.42,3022.92
45000,4.85,19,0.0500,100000,4.80,2468.22,3016.59
45100,5.21,17,0.0500,100000,5.06,2473.28,3010.59
45200,5.03,16,0.0500,100000,5.07,2478.35,3004.60
45300,4.31,20,0.0500,100000,4.51,2482.86,2997.95
45400,3.91,14,0.0500,100000,4.32,2487.18,2991.07
45500,4.38,15,0.0500,100000,4.49,2491.67,2984.41
45600,4.15,23,0.0500,100000,4.36,2496.03,2977.60
45700,4.24,15,0.0500,100000,4.49,2500.52,2970.96
45800,4.81,15,0.0500,100000,5.36,2505.88,2965.35
45900,4.96,16,0.0500,100000,4.78,2510.66,2959.07
46000,4.80,18,0.0500,100000,4.62,2515.28,2952.60
46100,4.16,14,0.0500,100000,4.70,2519.98,2946.24
46200,4.63,20,0.0500,100000,4.83,2524.81,2940.03
46300,4.87,15,0.0500,100000,5.10,2529.91,2934.13
46400,5.38,19,0.0500,100000,5.49,2535.40,2928.71
46500,4.21,17,0.0500,100000,4.71,2540.11,2922.37
46600,4.28,15,0.0500,100000,4.32,2544.42,2915.59
46700,4.65,16,0.0500,100000,4.83,2549.25,2909.42
46800,4.68,16,0.0500,100000,4.84,2554.10,2903.26
46900,4.77,15,0.0500,100000,4.72,2558.82,2896.97
47000,4.72,22,0.0500,100000,4.96,2563.78,2890.95
47100,5.38,18,0.0500,100000,5.42,2569.20,2885.46
47200,5.17,15,0.0500,100000,5.28,2574.47,2879.80
47300,5.25,17,0.0500,100000,5.59,2580.06,2874.50
47400,4.57,16,0.0500,100000,5.99,2586.05,2869.64
47500,4.89,19,0.0500,100000,5.24,2591.29,2863.94
47600,4.70,18,0.0500,100000,4.95,2596.24,2857.93
47700,5.01,22,0.0500,100000,5.50,2601.74,2852.53
47800,5.16,17,0.0500,100000,5.48,2607.22,2847.10
47900,5.31,21,0.0500,100000,5.33,2612.55,2841.51
48000,4.47,16,0.0500,100000,4.93,2617.48,2835.49
48100,5.04,17,0.0500,100000,5.18,2622.66,2829.75
48200,4.36,17,0.0500,100000,4.80,2627.46,2823.59
48300,5.36,19,0.0500,100000,5.74,2633.20,2818.45
48400,4.15,16,0.0500,100000,4.34,2637.54,2811.81
48500,4.90,21,0.0500,100000,4.94,2642.48,2805.82
48600,4.22,13,0.0500,100000,4.36,2646.83,2799.22
48700,4.86,18,0.0500,100000,4.60,2651.44,2792.88
48800,4.97,19,0.0500,100000,4.64,2656.08,2786.60
48900,4.48,15,0.0500,100000,4.22,2660.30,2779.87
49000,4.66,15,0.0500,100000,4.36,2664.65,2773.30
49100,4.48,18,0.0500,100000,4.27,2668.92,2766.65
49200,4.58,15,0.0500,100000,4.30,2673.22,2760.05
49300,5.45,16,0.0500,100000,5.27,2678.49,2754.44
49400,4.39,18,0.0500,100000,4.00,2682.49,2747.54
49500,4.52,16,0.0500,100000,4.36,2686.85,2741.03
49600,4.33,16,0.0500,100000,4.34,2691.19,2734.49
49700,4.88,18,0.0500,100000,4.72,2695.91,2728.35
49800,4.49,17,0.0500,100000,3.97,2699.88,2721.46
49900,4.66,14,0.0500,100000,4.33,2704.21,2714.94
50000,4.84,16,0.0500,100000,4.21,2708.42,2708.32
50100,5.68,22,0.0500,100000,5.08,2713.50,2702.56
50200,4.74,18,0.0500,100000,4.39,2717.89,2696.13
50300,5.30,17,0.0500,100000,4.51,2722.40,2689.82
50400,4.82,15,0.0500,100000,4.54,2726.94,2683.55
50500,4.96,13,0.0500,100000,4.83,2731.77,2677.57
50600,4.74,16,0.0500,100000,4.62,2736.39,2671.39
50700,4.82,22,0.0500,100000,4.80,2741.18,2665.38
50800,4.82,16,0.0500,100000,4.17,2745.35,2658.78
50900,4.48,15,0.0500,100000,4.21,2749.57,2652.23
51000,5.16,21,0.0500,100000,4.61,2754.18,2646.07
51100,4.43,12,0.0500,100000,4.18,2758.36,2639.50
51200,4.71,25,0.0500,100000,4.43,2762.79,2633.18
51300,4.96,16,0.0500,100000,4.59,2767.38,2627.02
51400,5.29,19,0.0500,100000,4.57,2771.96,2620.85
51500,5.10,20,0.0500,100000,4.15,2776.10,2614.28
51600,5.19,16,0.0500,100000,4.57,2780.67,2608.12
51700,5.13,20,0.0500,100000,4.45,2785.12,2601.86
51800,4.39,20,0.0500,100000,3.97,2789.09,2595.15
51900,4.80,16,0.0500,100000,4.28,2793.37,2588.74
52000,4.99,17,0.0500,100000,4.40,2797.77,2582.45
52100,4.69,20,0.0500,100000,4.65,2802.42,2576.40
52200,4.44,19,0.0500,100000,4.64,2807.06,2570.34
52300,4.58,17,0.0500,100000,4.85,2811.91,2564.49
52400,5.08,17,0.0500,100000,4.77,2816.68,2558.56
52500,4.98,17,0.0500,100000,5.18,2821.86,2553.01
52600,4.35,18,0.0500,100000,4.31,2826.17,2546.67
52700,4.78,18,0.0500,100000,4.25,2830.42,2540.29
52800,4.90,18,0.0500,100000,4.73,2835.15,2534.35
52900,4.95,19,0.0500,100000,4.40,2839.55,2528.11
53000,5.30,22,0.0500,100000,4.80,2844.35,2522.25
53100,4.37,16,0.0500,100000,4.19,2848.54,2515.84
53200,4.76,17,0.0500,100000,4.26,2852.80,2509.51
53300,4.80,16,0.0500,100000,4.56,2857.36,2503.44
53400,4.73,15,0.0500,100000,4.25,2861.61,2497.11
53500,4.67,17,0.0500,100000,4.35,2865.97,2490.88
53600,4.43,19,0.0500,100000,4.15,2870.12,2484.48
53700,4.58,20,0.0500,100000,4.22,2874.34,2478.15
53800,4.72,16,0.0500,100000,4.17,2878.51,2471.78
53900,4.83,13,0.0500,100000,4.36,2882.88,2465.59
54000,4.96,16,0.0500,100000,4.33,2887.21,2459.37
54100,5.18,18,0.0500,100000,4.59,2891.80,2453.38
54200,4.57,17,0.0500,100000,4.10,2895.90,2446.99
54300,5.08,16,0.0500,100000,4.34,2900.24,2440.81
54400,4.26,18,0.0500,100000,3.58,2903.83,2433.99
54500,4.85,14,0.0500,100000,4.22,2908.05,2427.72
54600,5.13,16,0.0500,100000,4.53,2912.58,2421.72
54700,4.14,23,0.0500,100000,3.82,2916.40,2415.13
54800,4.34,16,0.0500,100000,3.86,2920.26,2408.58
54900,4.70,17,0.0500,100000,4.29,2924.54,2402.40
55000,4.94,17,0.0500,100000,4.31,2928.85,2396.24
55100,4.74,16,0.0500,100000,4.31,2933.16,2390.09
55200,5.18,24,0.0500,100000,4.87,2938.04,2384.40
55300,4.74,19,0.0500,100000,4.84,2942.88,2378.69
55400,4.73,17,0.0500,100000,4.77,2947.65,2372.92
55500,5.28,18,0.0500,100000,4.78,2952.43,2367.17
55600,5.84,22,0.0500,100000,5.03,2957.46,2361.62
55700,4.29,16,0.0500,100000,3.97,2961.43,2355.23
55800,5.28,17,0.0500,100000,4.64,2966.07,2349.37
55900,4.39,13,0.0500,100000,3.95,2970.02,2342.98
56000,5.08,17,0.0500,100000,4.38,2974.39,2336.93
56100,5.15,19,0.0500,100000,4.39,2978.78,2330.89
56200,5.06,18,0.0500,100000,4.45,2983.23,2324.92
56300,5.25,20,0.0500,100000,4.92,2988.16,2319.31
56400,4.65,16,0.0500,100000,4.53,2992.69,2313.40
56500,5.12,16,0.0500,100000,4.71,2997.40,2307.64
56600,5.60,19,0.0500,100000,4.92,3002.32,2302.04
56700,4.80,19,0.0500,100000,4.34,3006.66,2296.00
56800,4.61,17,0.0500,100000,4.16,3010.82,2289.83
56900,4.86,22,0.0500,100000,4.40,3015.22,2283.85
57000,5.02,26,0.0500,100000,4.66,3019.88,2278.06
57100,4.61,16,0.0500,100000,4.27,3024.15,2272.00
57200,5.12,26,0.0500,100000,4.83,3028.98,2266.35
57300,4.62,25,0.0500,100000,4.13,3033.11,2260.19
57400,4.33,18,0.0500,100000,4.39,3037.51,2254.23
57500,4.73,17,0.0500,100000,4.43,3041.93,2248.29
57600,4.75,18,0.0500,100000,4.71,3046.65,2242.58
57700,4.69,14,0.0500,100000,4.28,3050.92,2236.55
57800,5.60,16,0.0500,100000,4.95,3055.87,2231.01
57900,5.24,17,0.0500,100000,4.78,3060.65,2225.36
58000,5.35,19,0.0500,100000,4.71,3065.36,2219.65
58100,4.34,17,0.0500,100000,4.00,3069.36,2213.44
58200,5.06,21,0.0500,100000,4.82,3074.18,2207.83
58300,4.95,19,0.0500,100000,4.48,3078.66,2201.97
58400,4.63,17,0.0500,100000,4.26,3082.93,2195.97
58500,4.88,19,0.0500,100000,4.41,3087.34,2190.07
58600,5.13,18,0.0500,100000,4.64,3091.98,2184.35
58700,5.13,19,0.0500,100000,4.42,3096.40,2178.47
58800,5.23,17,0.0500,100000,4.57,3100.97,2172.70
58900,5.16,21,0.0500,100000,4.46,3105.43,2166.86
59000,5.30,20,0.0500,100000,4.87,3110.30,2161.30
59100,4.99,15,0.0500,100000,4.37,3114.67,2155.41
59200,5.25,23,0.0500,100000,4.42,3119.09,2149.56
59300,4.81,16,0.0500,100000,4.16,3123.25,2143.53
59400,5.63,18,0.0500,100000,4.78,3128.03,2137.93
59500,4.49,17,0.0500,100000,4.10,3132.13,2131.87
59600,5.12,17,0.0500,100000,4.61,3136.75,2126.16
59700,3.97,16,0.0500,100000,3.87,3140.62,2119.96
59800,4.75,19,0.0500,100000,4.35,3144.97,2114.09
59900,4.50,19,0.0500,100000,4.39,3149.36,2108.25
60000,5.73,19,0.0500,100000,5.00,3154.36,2102.82
60100,4.71,18,0.0500,100000,4.30,3158.67,2096.93
60200,5.18,19,0.0500,100000,5.05,3163.72,2091.54
60300,5.32,22,0.0500,100000,4.68,3168.39,2085.90
60400,5.92,21,0.0500,100000,5.22,3173.61,2080.62
60500,4.56,13,0.0500,100000,4.23,3177.84,2074.70
60600,5.20,24,0.0500,100000,4.38,3182.22,2068.88
60700,5.74,24,0.0500,100000,4.97,3187.19,2063.45
60800,4.56,18,0.0500,100000,4.30,3191.49,2057.58
60900,4.27,17,0.0500,100000,4.38,3195.86,2051.77
61000,5.21,17,0.0500,100000,4.73,3200.59,2046.19
61100,4.74,15,0.0500,100000,4.36,3204.95,2040.38
61200,4.62,16,0.0500,100000,4.24,3209.20,2034.50
61300,5.30,24,0.0500,100000,4.64,3213.83,2028.88
61400,4.69,17,0.0500,100000,4.85,3218.68,2023.39
61500,5.35,17,0.0500,100000,5.45,3224.13,2018.28
61600,4.68,16,0.0500,100000,4.24,3228.37,2012.41
61700,5.10,19,0.0500,100000,4.59,3232.96,2006.76
61800,5.15,25,0.0500,100000,4.73,3237.69,2001.20
61900,4.31,15,0.0500,100000,3.99,3241.68,1995.20
62000,5.26,16,0.0500,100000,4.57,3246.25,1989.55
62100,4.74,16,0.0500,100000,4.51,3250.76,1983.87
62200,4.47,21,0.0500,100000,4.19,3254.95,1978.00
62300,5.04,18,0.0500,100000,4.74,3259.69,1972.47
62400,4.56,21,0.0500,100000,4.32,3264.01,1966.69
62500,4.58,16,0.0500,100000,3.99,3268.00,1960.71
62600,4.56,19,0.0500,100000,4.41,3272.41,1955.00
62700,5.39,16,0.0500,100000,4.52,3276.93,1949.35
62800,5.52,16,0.0500,100000,4.92,3281.85,1943.94
62900,4.85,17,0.0500,100000,4.34,3286.19,1938.19
63000,4.71,21,0.0500,100000,4.75,3290.94,1932.69
63100,4.90,20,0.0500,100000,4.51,3295.45,1927.05
63200,5.74,18,0.0500,100000,5.19,3300.64,1921.81
63300,5.37,23,0.0500,100000,4.72,3305.36,1916.30
63400,4.76,19,0.0500,100000,4.86,3310.22,1910.87
63500,4.52,17,0.0500,100000,4.04,3314.26,1904.97
63600,5.90,21,0.0500,100000,5.18,3319.44,1899.72
63700,4.81,19,0.0500,100000,4.74,3324.18,1894.23
63800,4.45,22,0.0500,100000,4.60,3328.78,1888.66
63900,4.45,25,0.0500,100000,4.38,3333.16,1882.97
64000,5.01,15,0.0500,100000,4.53,3337.69,1877.37
64100,4.72,20,0.0500,100000,4.66,3342.36,1871.85
64200,4.43,17,0.0500,100000,4.80,3347.16,1866.40
64300,4.77,19,0.0500,100000,4.26,3351.42,1860.66
64400,5.27,15,0.0500,100000,4.82,3356.25,1855.24
64500,4.67,17,0.0500,100000,4.27,3360.52,1849.51
64600,4.94,20,0.0500,100000,4.37,3364.89,1843.84
64700,5.42,18,0.0500,100000,5.03,3369.92,1838.53
64800,5.26,14,0.0500,100000,4.81,3374.73,1833.11
64900,5.41,19,0.0500,100000,4.47,3379.20,1827.50
65000,6.07,18,0.0500,100000,5.31,3384.51,1822.35
65100,4.89,18,0.0500,100000,4.70,3389.21,1816.87
65200,5.40,18,0.0500,100000,4.62,3393.83,1811.35
65300,5.39,17,0.0500,100000,4.55,3398.38,1805.80
65400,5.39,17,0.0500,100000,4.74,3403.12,1800.35
65500,4.44,14,0.0500,100000,3.95,3407.07,1794.49
65600,4.20,16,0.0500,100000,3.90,3410.97,1788.60
65700,5.09,19,0.0500,100000,4.23,3415.20,1782.90
65800,5.41,21,0.0500,100000,5.14,3420.34,1777.67
65900,4.48,15,0.0500,100000,3.97,3424.31,1771.83
66000,5.49,23,0.0500,100000,4.93,3429.24,1766.50
66100,5.28,21,0.0500,100000,4.29,3433.53,1760.84
66200,5.20,23,0.0500,100000,4.63,3438.16,1755.35
66300,4.72,15,0.0500,100000,4.58,3442.73,1749.85
66400,4.81,19,0.0500,100000,4.29,3447.03,1744.20
66500,5.01,17,0.0500,100000,4.42,3451.44,1738.62
66600,5.81,22,0.0500,100000,5.26,3456.70,1733.46
66700,4.87,19,0.0500,100000,4.32,3461.02,1727.84
66800,5.40,17,0.0500,100000,4.85,3465.87,1722.48
66900,4.65,16,0.0500,100000,4.06,3469.93,1716.73
67000,4.63,18,0.0500,100000,4.31,3474.24,1711.12
67100,5.68,21,0.0500,100000,5.04,3479.28,1705.86
67200,5.00,19,0.0500,100000,4.48,3483.76,1700.33
67300,5.55,19,0.0500,100000,4.73,3488.50,1694.93
67400,5.27,23,0.0500,100000,4.71,3493.21,1689.51
67500,4.85,18,0.0500,100000,4.40,3497.61,1683.96
67600,5.33,18,0.0500,100000,4.56,3502.17,1678.48
67700,4.84,21,0.0500,100000,4.32,3506.48,1672.88
67800,4.56,18,0.0500,100000,4.37,3510.86,1667.32
67900,4.21,16,0.0500,100000,4.16,3515.02,1661.66
68000,4.27,13,0.0500,100000,3.76,3518.77,1655.82
68100,4.92,17,0.0500,100000,4.20,3522.97,1650.19
68200,5.27,19,0.0500,100000,4.53,3527.50,1644.71
68300,5.67,21,0.0500,100000,4.98,3532.48,1639.45
68400,5.04,19,0.0500,100000,4.46,3536.94,1633.95
68500,4.99,22,0.0500,100000,4.60,3541.54,1628.52
68600,4.63,23,0.0500,100000,4.08,3545.62,1622.85
68700,4.97,15,0.0500,100000,4.63,3550.24,1617.43
68800,5.34,21,0.0500,100000,4.88,3555.13,1612.13
68900,5.03,18,0.0500,100000,4.42,3559.55,1606.63
69000,5.41,21,0.0500,100000,5.36,3564.90,1601.55
69100,4.74,14,0.0500,100000,4.22,3569.12,1595.96
69200,5.28,20,0.0500,100000,4.78,3573.90,1590.62
69300,4.83,21,0.0500,100000,4.22,3578.12,1585.04
69400,4.93,19,0.0500,100000,4.40,3582.52,1579.54
69500,5.66,19,0.0500,100000,5.18,3587.70,1574.38
69600,4.61,19,0.0500,100000,4.48,3592.18,1568.92
69700,4.83,19,0.0500,100000,4.29,3596.47,1563.39
69800,4.48,20,0.0500,100000,4.24,3600.71,1557.83
69900,5.32,20,0.0500,100000,4.87,3605.58,1552.54
70000,5.13,18,0.0500,100000,4.68,3610.26,1547.18
70100,5.44,24,0.0500,100000,4.83,3615.09,1541.88
70200,5.36,20,0.0500,100000,4.71,3619.80,1536.54
70300,5.17,23,0.0500,100000,4.51,3624.31,1531.11
70400,5.48,18,0.0500,100000,4.72,3629.04,1525.77
70500,4.76,16,0.0500,100000,4.50,3633.54,1520.34
70600,4.71,17,0.0500,100000,4.46,3638.00,1514.90
70700,4.28,15,0.0500,100000,3.79,3641.80,1509.19
70800,4.17,13,0.0500,100000,3.83,3645.62,1503.49
70900,4.67,17,0.0500,100000,4.43,3650.05,1498.04
71000,5.64,23,0.0500,100000,5.03,3655.08,1492.85
71100,5.04,16,0.0500,100000,4.36,3659.43,1487.38
71200,5.10,19,0.0500,100000,5.08,3664.52,1482.20
71300,5.43,17,0.0500,100000,4.92,3669.43,1476.97
71400,5.46,24,0.0500,100000,4.47,3673.91,1471.55
71500,5.39,14,0.0500,100000,4.77,3678.68,1466.25
71600,4.78,16,0.0500,100000,4.46,3683.14,1460.84
71700,5.07,19,0.0500,100000,4.56,3687.69,1455.46
71800,5.47,16,0.0500,100000,4.63,3692.32,1450.11
71900,4.45,17,0.0500,100000,3.97,3696.29,1444.51
72000,5.39,18,0.0500,100000,4.55,3700.83,1439.14
72100,5.39,20,0.0500,100000,4.72,3705.55,1433.84
72200,4.80,18,0.0500,100000,4.51,3710.07,1428.46
72300,5.02,24,0.0500,100000,4.23,3714.30,1422.97
72400,5.19,27,0.0500,100000,4.86,3719.16,1417.73
72500,4.93,16,0.0500,100000,4.39,3723.54,1412.31
72600,5.56,19,0.0500,100000,4.88,3728.43,1407.08
72700,4.78,20,0.0500,100000,4.33,3732.75,1401.64
72800,5.42,19,0.0500,100000,4.83,3737.58,1396.39
72900,4.99,16,0.0500,100000,4.37,3741.96,1390.97
73000,5.72,18,0.0500,100000,5.07,3747.02,1385.81
73100,4.25,15,0.0500,100000,3.87,3750.89,1380.22
73200,5.09,23,0.0500,100000,4.53,3755.42,1374.87
73300,4.62,19,0.0500,100000,3.88,3759.30,1369.28
73400,5.32,18,0.0500,100000,4.58,3763.88,1363.95
73500,4.60,19,0.0500,100000,4.15,3768.03,1358.47
73600,5.39,19,0.0500,100000,4.80,3772.83,1353.23
73700,5.06,19,0.0500,100000,4.66,3777.50,1347.94
73800,5.79,20,0.0500,100000,4.96,3782.45,1342.75
73900,5.81,20,0.0500,100000,5.36,3787.82,1337.71
74000,5.43,19,0.0500,100000,4.59,3792.41,1332.40
74100,5.69,22,0.0500,100000,4.92,3797.33,1327.20
74200,5.10,21,0.0500,100000,4.40,3801.73,1321.83
74300,4.18,20,0.0500,100000,3.75,3805.48,1316.23
74400,5.73,18,0.0500,100000,5.09,3810.56,1311.09
74500,5.02,18,0.0500,100000,4.50,3815.07,1305.76
74600,5.94,19,0.0500,100000,4.88,3819.95,1300.56
74700,5.55,27,0.0500,100000,4.71,3824.66,1295.30
74800,5.44,21,0.0500,100000,4.66,3829.32,1290.02
74900,4.79,26,0.0500,100000,4.30,3833.62,1284.63
75000,5.36,19,0.0500,100000,4.74,3838.35,1279.38
75100,5.78,21,0.0500,100000,5.17,3843.52,1274.28
75200,4.78,15,0.0500,100000,4.33,3847.85,1268.90
75300,5.61,23,0.0500,100000,4.82,3852.67,1263.69
75400,5.37,22,0.0500,100000,4.80,3857.47,1258.47
75500,5.92,21,0.0500,100000,5.17,3862.64,1253.37
75600,4.94,22,0.0500,100000,4.43,3867.06,1248.03
75700,4.67,20,0.0500,100000,4.38,3871.45,1242.68
75800,4.59,20,0.0500,100000,4.22,3875.66,1237.28
75900,4.81,21,0.0500,100000,4.86,3880.52,1232.09
76000,4.45,15,0.0500,100000,4.13,3884.65,1226.66
76100,5.58,18,0.0500,100000,4.80,3889.45,1221.46
76200,4.77,17,0.0500,100000,4.15,3893.60,1216.04
76300,6.05,20,0.0500,100000,5.19,3898.79,1210.96
76400,4.50,18,0.0500,100000,3.86,3902.65,1205.46
76500,5.13,24,0.0500,100000,4.50,3907.15,1200.17
76600,5.27,19,0.0500,100000,4.26,3911.40,1194.80
76700,4.58,20,0.0500,100000,3.86,3915.27,1189.32
76800,5.76,20,0.0500,100000,4.90,3920.16,1184.15
76900,5.09,24,0.0500,100000,4.50,3924.66,1178.86
77000,5.33,23,0.0500,100000,4.56,3929.22,1173.60
77100,4.49,21,0.0500,100000,4.03,3933.25,1168.18
77200,4.89,18,0.0500,100000,4.51,3937.76,1162.90
77300,5.37,20,0.0500,100000,4.57,3942.34,1157.64
77400,4.93,20,0.0500,100000,4.37,3946.71,1152.33
77500,5.58,23,0.0500,100000,4.71,3951.42,1147.12
77600,5.19,17,0.0500,100000,4.49,3955.90,1141.84
77700,6.02,20,0.0500,100000,5.07,3960.97,1136.74
77800,4.95,20,0.0500,100000,4.51,3965.48,1131.47
77900,5.13,20,0.0500,100000,4.65,3970.13,1126.25
78000,4.87,18,0.0500,100000,4.36,3974.50,1120.95
78100,4.27,19,0.0500,100000,4.01,3978.50,1115.55
78200,4.56,22,0.0500,100000,4.11,3982.61,1110.18
78300,5.60,22,0.0500,100000,4.77,3987.38,1104.99
78400,4.81,21,0.0500,100000,4.46,3991.84,1099.73
78500,4.82,19,0.0500,100000,3.94,3995.78,1094.32
78600,5.59,26,0.0500,100000,4.92,4000.70,1089.18
78700,4.64,20,0.0500,100000,4.14,4004.84,1083.84
78800,4.95,15,0.0500,100000,4.35,4009.18,1078.55
78900,4.49,14,0.0500,100000,4.28,4013.47,1073.25
79000,4.82,18,0.0500,100000,4.43,4017.90,1067.99
79100,5.07,16,0.0500,100000,4.42,4022.32,1062.72
79200,4.91,18,0.0500,100000,4.50,4026.82,1057.48
79300,5.17,18,0.0500,100000,4.83,4031.65,1052.33
79400,5.11,19,0.0500,100000,4.86,4036.51,1047.19
79500,4.51,13,0.0500,100000,3.98,4040.49,1041.82
79600,5.22,21,0.0500,100000,5.00,4045.48,1036.72
79700,5.13,16,0.0500,100000,4.71,4050.19,1031.54
79800,4.99,19,0.0500,100000,4.51,4054.71,1026.32
79900,4.57,18,0.0500,100000,3.84,4058.55,1020.92
80000,5.63,20,0.0500,100000,4.75,4063.29,1015.76
80100,5.50,24,0.0500,100000,4.79,4068.09,1010.61
80200,4.47,20,0.0500,100000,3.76,4071.85,1005.21
80300,5.44,21,0.0500,100000,4.69,4076.54,1000.03
80400,4.85,19,0.0500,100000,4.42,4080.96,994.80
80500,5.86,22,0.0500,100000,5.04,4086.00,989.71
80600,5.33,18,0.0500,100000,4.60,4090.60,984.52
80700,5.35,23,0.0500,100000,4.60,4095.21,979.34
80800,5.48,22,0.0500,100000,4.84,4100.05,974.21
80900,5.11,17,0.0500,100000,4.73,4104.78,969.05
81000,5.15,20,0.0500,100000,4.36,4109.14,963.81
81100,5.14,20,0.0500,100000,4.76,4113.90,958.66
81200,5.45,19,0.0500,100000,4.87,4118.76,953.54
81300,5.58,20,0.0500,100000,4.78,4123.55,948.40
81400,5.53,17,0.0500,100000,4.99,4128.54,943.31
81500,4.52,16,0.0500,100000,4.08,4132.62,938.02
81600,4.85,18,0.0500,100000,4.38,4137.01,932.79
81700,5.14,19,0.0500,100000,4.72,4141.73,927.64
81800,5.26,25,0.0500,100000,4.90,4146.62,922.54
81900,5.09,22,0.0500,100000,4.33,4150.95,917.30
82000,5.04,18,0.0500,100000,4.41,4155.36,912.09
82100,5.44,17,0.0500,100000,4.80,4160.16,906.96
82200,5.08,22,0.0500,100000,4.74,4164.90,901.83
82300,4.68,16,0.0500,100000,4.49,4169.39,896.64
82400,4.99,23,0.0500,100000,4.40,4173.79,891.43
82500,4.93,20,0.0500,100000,4.27,4178.06,886.19
82600,5.08,17,0.0500,100000,4.84,4182.90,881.08
82700,4.51,23,0.0500,100000,3.91,4186.81,875.78
82800,4.98,19,0.0500,100000,4.43,4191.24,870.58
82900,4.72,19,0.0500,100000,4.09,4195.32,865.32
83000,4.96,15,0.0500,100000,4.24,4199.56,860.09
83100,5.32,16,0.0500,100000,4.45,4204.01,854.91
83200,6.40,22,0.0500,100000,5.24,4209.26,849.89
83300,5.59,20,0.0500,100000,4.84,4214.09,844.78
83400,5.74,19,0.0500,100000,4.97,4219.06,839.71
83500,4.18,18,0.0500,100000,4.03,4223.09,834.44
83600,4.59,17,0.0500,100000,3.82,4226.92,829.14
83700,5.10,15,0.0500,100000,4.51,4231.42,823.98
83800,5.30,22,0.0500,100000,4.49,4235.92,818.82
83900,5.34,20,0.0500,100000,4.48,4240.40,813.65
84000,5.51,26,0.0500,100000,4.76,4245.16,808.54
84100,4.46,17,0.0500,100000,4.10,4249.26,803.31
84200,4.96,19,0.0500,100000,4.73,4254.00,798.20
84300,5.06,20,0.0500,100000,4.45,4258.44,793.03
84400,5.95,25,0.0500,100000,4.93,4263.37,787.96
84500,5.42,18,0.0500,100000,4.61,4267.98,782.82
84600,4.83,19,0.0500,100000,4.38,4272.36,777.65
84700,4.50,18,0.0500,100000,4.29,4276.65,772.46
84800,5.09,16,0.0500,100000,4.35,4281.00,767.29
84900,5.73,25,0.0500,100000,4.83,4285.83,762.20
85000,4.92,20,0.0500,100000,4.50,4290.33,757.06
85100,5.53,24,0.0500,100000,4.90,4295.23,751.98
85200,4.87,23,0.0500,100000,4.04,4299.27,746.76
85300,5.03,18,0.0500,100000,4.30,4303.57,741.59
85400,4.92,24,0.0500,100000,4.36,4307.93,736.43
85500,5.45,17,0.0500,100000,5.01,4312.94,731.37
85600,4.24,17,0.0500,100000,4.16,4317.10,726.18
85700,5.67,20,0.0500,100000,5.00,4322.09,721.13
85800,5.03,16,0.0500,100000,4.41,4326.50,715.98
85900,5.49,22,0.0500,100000,4.52,4331.02,710.85
86000,4.95,28,0.0500,100000,4.35,4335.38,705.70
86100,4.32,21,0.0500,100000,4.00,4339.38,700.49
86200,5.45,17,0.0500,100000,4.75,4344.12,695.40
86300,5.49,15,0.0500,100000,4.56,4348.68,690.29
86400,5.33,29,0.0500,100000,4.55,4353.23,685.17
86500,5.04,23,0.0500,100000,4.54,4357.77,680.06
86600,5.01,21,0.0500,100000,4.28,4362.05,674.90
86700,5.30,20,0.0500,100000,4.61,4366.66,669.80
86800,4.62,15,0.0500,100000,4.40,4371.06,664.67
86900,5.13,22,0.0500,100000,4.77,4375.82,659.59
87000,4.70,19,0.0500,100000,4.39,4380.22,654.46
87100,5.32,19,0.0500,100000,4.74,4384.96,649.38
87200,5.42,24,0.0500,100000,4.78,4389.74,644.31
87300,3.94,12,0.0500,100000,3.81,4393.55,639.10
87400,5.11,23,0.0500,100000,4.56,4398.12,634.00
87500,4.58,18,0.0500,100000,4.50,4402.62,628.89
87600,4.86,15,0.0500,100000,4.41,4407.02,623.77
87700,5.43,26,0.0500,100000,4.95,4411.97,618.73
87800,5.17,18,0.0500,100000,4.52,4416.49,613.62
87900,5.12,20,0.0500,100000,4.58,4421.07,608.53
88000,5.02,16,0.0500,100000,4.20,4425.27,603.39
88100,5.16,20,0.0500,100000,4.47,4429.74,598.28
88200,4.44,17,0.0500,100000,3.95,4433.69,593.11
88300,5.40,19,0.0500,100000,4.56,4438.25,588.02
88400,4.95,19,0.0500,100000,4.40,4442.65,582.92
88500,4.43,23,0.0500,100000,4.65,4447.30,577.84
88600,4.91,16,0.0500,100000,5.06,4452.37,572.82
88700,4.56,23,0.0500,100000,4.05,4456.41,567.67
88800,5.00,19,0.0500,100000,4.31,4460.73,562.56
88900,5.08,16,0.0500,100000,4.41,4465.14,557.46
89000,5.36,30,0.0500,100000,5.29,4470.43,552.47
89100,5.37,24,0.0500,100000,4.77,4475.20,547.41
